hindi word	english translation	type	gender	examples	image	audio	category	subcategory	is_translit
दीवार	wall	noun	fem	ईंट की दीवार; brick wall; नारंगी रंग की दीवार; orange wall; हमारी दीवारों पर बहुत सारी तस्वीरें लटकी हैं|; There are a lot of pictures hanging on our walls.	image_1237.jpeg	audio_1237.mp3	Housing and People	Home	
फर्श	floor	noun	masc	लकड़ी का फर्श; wooden floor; टाइल का फर्श; tile floor; इस बिल्डिंग में फर्श लकड़ी से बना है|; The floor in the building is made of wood.	image_1238.jpeg	audio_1238.mp3	Housing and People	Home	
घर	house	noun	masc	वह घर कहाँ है?; Where is the house?; दो मंज़िल घर; two-story house; बड़ा घर; big house	image_1239.jpeg	audio_1239.mp3	Housing and People	Home	
अभ्यास कक्ष	study	noun	masc	घर का अभ्यास कक्ष सामान के साथ; home study with furniture; शांत अभ्यास कक्ष; quiet study; मेरा अभ्यास कक्ष शांत है जहाँ मैं आराम कर सकती हूँ और पढ़ सकती हूँ|; My study is a quiet room where I can relax and read.; अभ्यास कक्ष में कुर्सियाँ, किताबें और एक मेज़ है|; There are chairs, books, and a desk in the study.	image_1240.jpeg	audio_1240.mp3	Housing and People	Home	
शयन कक्ष	bedroom	noun	masc	शयन कक्ष से दृश्य बहुत सुन्दर है|; The view from the bedroom is beautiful.; मुख्य शयन कक्ष; master bedroom	image_1241.jpeg	audio_1241.mp3	Housing and People	Home	
शौचालय	toilet	noun	masc	भीतरी शौचालय; indoor toilet; हमारे लेक हाउस के अंदर एक शौचालय नहीं है|; Our lake house does not have an indoor toilet.	image_1242.jpeg	audio_1242.mp3	Housing and People	Home	
रसोईघर	kitchen	noun	fem	मैंने रसोईघर साफ किया|; I cleaned up the kitchen.; रसोई घर ठीक ठाक करना; tidying up the kitchen; वह महिला रसोईघर ठीक ठाक कर रही है|; The woman is tidying up the kitchen.; रसोईघर के उपकरण और अलमारियाँ; kitchen appliances and cabinets	image_1243.jpeg	audio_1243.mp3	Housing and People	Home	
पिछला दरवाजा	back door			चलिये घर के पिछले दरवाजे से निकलते है|; Let's leave through the back door of the house.	image_1244.jpeg	audio_1244.mp3	Housing and People	Home	
स्नानघर	bathroom	noun	masc	एक शॉवर और एक बाथ टब के साथ स्नानघर; bathroom with a shower and a bathtub	image_1245.jpeg	audio_1245.mp3	Housing and People	Home	
सीलिंग	ceiling	noun	masc	ऊँची सीलिंग; high ceiling; वह आदमी सीलिंग पर प्लास्टर कर रहा है|; The man is plastering the ceiling.; सीलिंग पंखा; ceiling fan	image_1246.jpeg	audio_1246.mp3	Housing and People	Home	
बैठक का कमरा	living room	noun	masc	बैठक के कमरे में अच्छी धूप आती है|; The living room gets good sunlight.; आधुनिक बैठक का कमरा; modern living room; बैठक के कमरे का सामान; living room furniture; टेलीविजन बैठक के कमरे में है|; The television is in the living room.	image_1247.jpeg	audio_1247.mp3	Housing and People	Home	
कमरा	room	noun	masc	होटल का कमरा; hotel room; उस कूली ने हमारा सामान हमारे कमरे तक पहुँचाया|; A porter carried our bags to our room.; छात्रावास का कमरा; dormitory room	image_1248.jpeg	audio_1248.mp3	Housing and People	Home	
क्लाजेट	closet	noun	fem	क्लाजेट में कपड़े; clothes in the closet; जब मैं अपने योगा की चटाई का उपयोग नहीं करती हूँ तब मैं उसे क्लाजेट में रख देती हूँ|; I keep my yoga mat in the closet when not in use.; वॉक इन क्लाजेट; walk-in closet	image_1249.jpeg	audio_1249.mp3	Housing and People	Home	
खिड़की	window	noun	fem	कृपया खिड़की खोलिए|; Open the window, please.; कृपया खिड़की बंद कीजिये|; Close the window, please.; खिड़की और खिड़की का चौखट; window and window frame	image_1250.jpeg	audio_1250.mp3	Housing and People	Home	
दालान	hallway	noun	masc	लंबा दालान; long hallway; स्नानघर दालान के आखिर में है|; The bathroom is at the end of the hallway.	image_1251.jpeg	audio_1251.mp3	Housing and People	Home	
चौखट	doorway	noun	fem	बंद चौखट; blocked doorway; वह नया सोफा चौखट से अंदर नहीं जायेगा|; The new couch will not fit through the doorway.	image_1252.jpeg	audio_1252.mp3	Housing and People	Home	
बिस्तर	bed	noun	masc	बिस्तर पर लेटना; rest in a bed; वह महिला बिस्तर पर लेटी है|; The woman is resting in the bed.; किंग साइज़ का बिस्तर; king-sized bed	image_1253.jpeg	audio_1253.mp3	Housing and People	Home	
प्रवेश	entry	noun	masc	प्रवेश का बंदरगाह; port of entry; अमरीका में आप के माल के प्रवेश का बंदरगाह अटलांटा होगा|; Atlanta will be the port of entry into the United States for your shipment.	image_1254.jpeg	audio_1254.mp3	Housing and People	Home	
घास	grass	noun	fem	लोमड़ियाँ घास में खेल रही हैं|; The foxes are playing in the grass.; गोरिल्ला घास में आराम कर रहा है|; The gorilla is resting in the grass.; सफेद खरगोश हरी घास में है; white rabbit in the green grass; हरी घास; green grass	image_1255.jpeg	audio_1255.mp3	Housing and People	Home	
घर	home	noun	masc	नया घर; new home; वह परिवार नये घर में गया|; The family moved to a new home.; जल्दी घर लौटना; return home early; वह महिला घर लौट रही है|; The woman is returning home.	image_1256.jpeg	audio_1256.mp3	Housing and People	Home	
भोजन कक्ष	dining room	noun	masc	डिन्नर टेबल भोजन के कक्ष में है; dinner table in the dining room; वह भोजन कक्ष का टेबल तैयार है|; The dining-room table is set.; भोजन कक्ष का टेबल; dining-room table	image_1257.jpeg	audio_1257.mp3	Housing and People	Home	
बगीचा	garden	noun	masc	मुझे एक बगीचे के साथ घर खरीदना है|; I want to buy a house with a garden.	image_1258.jpeg	audio_1258.mp3	Housing and People	Home	
तहखाना	basement	noun	masc		image_1259.jpeg	audio_1259.mp3	Housing and People	Home	
निचली मंजील	downstairs			निचली मंजील पर आना; come downstairs; बच्चे निचली मंजील पर आ कर हमें शुभ रात्री कहते है|; The kids come downstairs to tell us good night.	image_1260.jpeg	audio_1260.mp3	Housing and People	Home	
अटारी	attic	noun	fem	अटारी को ठीक करना|; Put the attic in order.; धूल से लदी अटारी; dusty attic	image_1261.jpeg	audio_1261.mp3	Housing and People	Home	
पिछवाड़ा	backyard	noun	masc	बड़ा पिछवाड़ा; big backyard; उस पिछवाड़े में एक बड़ा फूलों का बगीचा है|; There is a large flower garden in the backyard.	image_1262.jpeg	audio_1262.mp3	Housing and People	Home	
बाल्कनी	balcony	noun	fem	बाल्कनी में कुर्सी और टेबल; chair and table on the balcony; उस अपार्टमेंट में एक छोटी बाल्कनी है|; The apartment has a small balcony.; धुले कपड़े बाल्कनी से गिर गये|; The laundry fell off the balcony.	image_1263.jpeg	audio_1263.mp3	Housing and People	Home	
माइक्रोवेव अवन	microwave oven	noun	masc	स्टेनलेस स्टील का माइक्रोवेव अवन; stainless steel microwave oven; माइक्रोवेव अवन रसोईघर का सबसे सुविधाजनक उपकरण है|; The most convenient kitchen appliance is the microwave oven.	image_1264.jpeg	audio_1264.mp3	Housing and People	Home Appliances	
रेफ्रिजरेटर	refrigerator	noun	masc	फ्रीजर के साथ रेफ्रिजरेटर; refrigerator with freezer; छुट्टियों के लिए रेफ्रिजरेटर में खाना भरा हुआ है|; The refrigerator is full of food for the holiday.; वह भूखा आदमी रेफ्रिजरेटर  में भोजन ढूंढ रहा है|; The hungry man is looking for food in the refrigerator.	image_1265.jpeg	audio_1265.mp3	Housing and People	Home Appliances	
वैक्यूम क्लीनर	vacuum cleaner	noun	masc	सीधा रखा हुआ वैक्यूम क्लीनर; upright vacuum cleaner; गलीचे साफ रखने के लिए वैक्यूम क्लीनर का उपयोग करो|; Use the vacuum cleaner to keep the carpets clean.	image_1266.jpeg	audio_1266.mp3	Housing and People	Home Appliances	
वॉशिंग मशीन	washing machine	noun	masc	मैं अपने कपड़े साफ रखने के लिए वॉशिंग मशीन का उपयोग करती हूँ|; I use the washing machine to keep my clothes clean.	image_1267.jpeg	audio_1267.mp3	Housing and People	Home Appliances	
डी वी डी प्लेयर	DVD player	noun	masc	हर बुधवार रात को हम डी वी डी प्लेयर पर फिल्म देखते है|; We watch movies on the DVD player every Wednesday night.; डी वी डी प्लेयर और रीमोट कंट्रोल; DVD player and remote control	image_1268.jpeg	audio_1268.mp3	Housing and People	Home Appliances	
पंखा	fan	noun	masc	बिजली का पंखा; electric fan; जब मैंने पंखा चालू किया तब कमरे भर में मेरे सारे कागज़ उड़ गए|; When I turned on the fan, my papers blew all over the room.	image_1269.jpeg	audio_1269.mp3	Housing and People	Home Appliances	
एयर कंडीशनर	air conditioner	noun	masc	एक गरम ग्रीष्म के दिन पर एयर कंडीशनर हमें ठंडा रखने के लिए सारा दिन काम करता है|; On a hot summer day, the air conditioner works all day to keep us cool.	image_1270.jpeg	audio_1270.mp3	Housing and People	Home Appliances	
एयर कंडीशनर	air conditioner	noun	masc	एक गरम ग्रीष्म के दिन पर एयर कंडीशनर हमें ठंडा रखने के लिए सारा दिन काम करता है|; On a hot summer day, the air conditioner works all day to keep us cool.	image_1271.jpeg	audio_1271.mp3	Housing and People	Home Appliances	
लैपटॉप	laptop	noun	masc	लैपटॉप कंप्यूटर के उपयोग से मैं लगभग कहीं भी काम कर सकती हूँ|; The laptop computer allows me to work almost anywhere.	image_1272.jpeg	audio_1272.mp3	Housing and People	Home Appliances	
स्टोव	stove	noun	masc	वह केतली स्टोव पर है|; The kettle is on the stove.	image_1273.jpeg	audio_1273.mp3	Housing and People	Home Appliances	
एयर कंडीशनर	air conditioner	noun	masc	बाहरी एयर कंडीशनर काफी सस्ते होते है|; External air conditioners are quite cheap.; दीवार पर चढ़ाया हुआ एयर कंडीशनर; wall-mounted air conditioner; बाहरी एयर कंडीशनर यूनिट; external air conditioner unit	image_1274.jpeg	audio_1274.mp3	Housing and People	Home Appliances	
एयर कंडीशनर	air conditioner	noun	masc	बाहरी एयर कंडीशनर काफी सस्ते होते है|; External air conditioners are quite cheap.; दीवार पर चढ़ाया हुआ एयर कंडीशनर; wall-mounted air conditioner; बाहरी एयर कंडीशनर यूनिट; external air conditioner unit	image_1275.jpeg	audio_1275.mp3	Housing and People	Home Appliances	
माइक्रोवेव अवन	microwave oven	noun	masc	स्टेनलेस स्टील का माइक्रोवेव अवन; stainless steel microwave oven; माइक्रोवेव अवन रसोईघर का सबसे सुविधाजनक उपकरण है|; The most convenient kitchen appliance is the microwave oven.	image_1276.jpeg	audio_1276.mp3	Housing and People	Home Electronics	
माइक्रोवेव अवन	microwave	noun	masc	स्टेनलेस स्टील का माइक्रोवेव अवन; stainless steel microwave oven; माइक्रोवेव अवन रसोईघर का सबसे सुविधाजनक उपकरण है|; The most convenient kitchen appliance is the microwave oven.	image_1277.jpeg	audio_1277.mp3	Housing and People	Home Electronics	
अवन	oven	noun	masc	अवन साफ करना; clean the oven; वह आदमी अवन साफ कर रहा है|; The man is cleaning the oven.	image_1278.jpeg	audio_1278.mp3	Housing and People	Home Electronics	
इलेक्ट्रिक राइस कुकर	electric rice cooker			एक इलेक्ट्रिक राइस कुकर में चावल; rice in electric rice cooker; एक इलेक्ट्रिक राइस कुकर चावल बनाने की क्रिया को सरल कर देगा|; An electric rice cooker will simplify the process of making rice.	image_1279.jpeg	audio_1279.mp3	Housing and People	Home Electronics	
रेफ्रिजरेटर	refrigerator	noun	masc	फ्रीजर के साथ रेफ्रिजरेटर; refrigerator with freezer; छुट्टियों के लिए रेफ्रिजरेटर में खाना भरा हुआ है|; The refrigerator is full of food for the holiday.; वह भूखा आदमी रेफ्रिजरेटर  में भोजन ढूंढ रहा है|; The hungry man is looking for food in the refrigerator.	image_1280.jpeg	audio_1280.mp3	Housing and People	Home Electronics	
वैक्यूम क्लीनर	vacuum cleaner	noun	masc	सीधा रखा हुआ वैक्यूम क्लीनर; upright vacuum cleaner; गलीचे साफ रखने के लिए वैक्यूम क्लीनर का उपयोग करो|; Use the vacuum cleaner to keep the carpets clean.	image_1281.jpeg	audio_1281.mp3	Housing and People	Home Electronics	
हैयर ड्रायर	hair dryer			इलेक्ट्रिक हैयर ड्रायर; electric hair dryer; हैयर ड्रायर का उपयोग करने से मैं काम पर जाने के लिए जल्दी तैयार हो सकती हूँ|; I can get ready for work faster using my hair dryer.	image_1282.jpeg	audio_1282.mp3	Housing and People	Home Electronics	
इलेक्ट्रिक प्लग	electric plug			इलेक्ट्रिक प्लग को पकड़ कर उसे सॉकेट से निकालिए|; Hold the electric plug while removing it from the socket.	image_1283.jpeg	audio_1283.mp3	Housing and People	Home Electronics	
रेडियो	radio	noun	masc	पोर्टेबल रेडियो; portable radio; पीला पोर्टेबल रेडियो; yellow portable radio; रेडियो स्टेशन; radio station; जब मैं काम करती हूँ तब रेडियो चालू रहता है|; The radio is playing in the background while I work.	image_1284.jpeg	audio_1284.mp3	Housing and People	Home Electronics	
वी सी आर	VCR	noun	masc	वी सी आर टेप; VCR tape; वह व्यक्ती उस वी सी आर में एक टेप डाल रहा है|; The person is inserting a tape into the VCR.	image_1285.jpeg	audio_1285.mp3	Housing and People	Home Electronics	
वॉशिंग मशीन	washing machine	noun	masc	मैं अपने कपड़े साफ रखने के लिए वॉशिंग मशीन का उपयोग करती हूँ|; I use the washing machine to keep my clothes clean.	image_1286.jpeg	audio_1286.mp3	Housing and People	Home Electronics	
डी वी डी प्लेयर	DVD player	noun	masc	हर बुधवार रात को हम डी वी डी प्लेयर पर फिल्म देखते है|; We watch movies on the DVD player every Wednesday night.; डी वी डी प्लेयर और रीमोट कंट्रोल; DVD player and remote control	image_1287.jpeg	audio_1287.mp3	Housing and People	Home Electronics	
रेकॉर्ड प्लेयर	record player	noun	masc	एक रेकॉर्ड प्लेयर पर रेकॉर्ड; record on a record player; उस रेकॉर्ड प्लेयर पर एक रेकॉर्ड रखा है|; There is a record on the record player.	image_1288.jpeg	audio_1288.mp3	Housing and People	Home Electronics	
टेलीविजन	television	noun	masc	फ्लैट स्क्रीन टेलीविजन; flat screen television	image_1289.jpeg	audio_1289.mp3	Housing and People	Home Electronics	
पंखा	fan	noun	masc	बिजली का पंखा; electric fan; जब मैंने पंखा चालू किया तब कमरे भर में मेरे सारे कागज़ उड़ गए|; When I turned on the fan, my papers blew all over the room.	image_1290.jpeg	audio_1290.mp3	Housing and People	Home Electronics	
एयर कंडीशनर	air conditioner	noun	masc	एक गरम ग्रीष्म के दिन पर एयर कंडीशनर हमें ठंडा रखने के लिए सारा दिन काम करता है|; On a hot summer day, the air conditioner works all day to keep us cool.	image_1291.jpeg	audio_1291.mp3	Housing and People	Home Electronics	
बिजली	electricity	noun	fem	बिजली बंद कर के विद्युत बचाए|; Let's save electricity by turning off the power.; सौर बिजली; solar electricity	image_1292.jpeg	audio_1292.mp3	Housing and People	Home Electronics	
कंप्यूटर	computer	noun	masc	डेस्कटॉप कंप्यूटर; desktop computer; काम के लिए कंप्यूटर का इस्तमाल करना; use a computer for work; मेरे पास दो कंप्यूटर है : एक लैपटॉप कंप्यूटर और एक डेस्कटॉप कंप्यूटर|; I have two computers: a laptop computer and a desktop computer.; मैं कम से कम पाँच घंटे अपने कंप्यूटर पर काम करती हूँ|; I spend at least five hours a day working at my computer.	image_1293.jpeg	audio_1293.mp3	Housing and People	Home Electronics	
लैपटॉप	laptop	noun	masc	लैपटॉप कंप्यूटर के उपयोग से मैं लगभग कहीं भी काम कर सकती हूँ|; The laptop computer allows me to work almost anywhere.	image_1294.jpeg	audio_1294.mp3	Housing and People	Home Electronics	
चालू करना	turn on	verb		वह आदमी बत्ती चालू कर रहा है|; The man is turning on the light.; एक बत्ती चालू करना; turn on a light; उस आदमी ने बत्ती चालू की|; The man turned on the light.; वह आदमी बत्ती चालू करता है|; The man turns on the light.; टेलीविजन चालू करो ताकि हम समाचार देख सके|; Turn on the television, so we can watch the news.	image_1295.jpeg	audio_1295.mp3	Housing and People	Home Electronics	
बंद करना	turn off	verb		वे बच्चे बत्ती बंद कर रहे हैं|; The children are turning off the power.; वे बच्चे बत्ती बंद करते हैं|; The children turn off the power.; उन बच्चों ने बत्ती बंद की|; The children turned off the power.; बत्ती बंद करना; turn off the power; टी वी बंद करना; turn off a TV; बिजली बचाने के लिए कमरे से बाहर जाते समय बत्तियाँ बंद कीजिये|; Turn off the lights when you leave the room to save electricity.; बत्तियाँ बंद करना; turn off the lights; वह आदमी रीमोट कंट्रोल से टी वी बंद कर रहा है|; The man is turning off the TV with the remote control.	image_1296.jpeg	audio_1296.mp3	Housing and People	Home Electronics	
माइक्रोवेव	microwave oven	noun	masc	माइक्रोवेव अवन; microwave oven	image_1297.jpeg	audio_1297.mp3	Housing and People	Home Electronics	
माइक्रोवेव	microwave	noun	masc	माइक्रोवेव अवन; microwave oven	image_1298.jpeg	audio_1298.mp3	Housing and People	Home Electronics	
डिश वॉशर	dishwasher	noun	masc	कल मैं डिश वॉशर ठीक करूँगी|; Tomorrow I'll fix the dishwasher.; भरा हुआ डिश वॉशर; full dishwasher	image_1299.jpeg	audio_1299.mp3	Housing and People	Home Electronics	
पावर आउटलेट	power outlet	noun	masc	अब जो आपकी बच्ची रेंगने लगी है, तो वह अपनी नन्ही उँगली पावर आउटलेट में ना डाले इसका ध्यान रखे|; Now that your baby is crawling, make sure she doesn’t stick her little finger in the outlet.	image_1300.jpeg	audio_1300.mp3	Housing and People	Home Electronics	
पावर आउटलेट	power socket	noun	masc	अब जो आपकी बच्ची रेंगने लगी है, तो वह अपनी नन्ही उँगली पावर आउटलेट में ना डाले इसका ध्यान रखे|; Now that your baby is crawling, make sure she doesn’t stick her little finger in the outlet.	image_1301.jpeg	audio_1301.mp3	Housing and People	Home Electronics	
पावर सॉकेट	power outlet	noun	masc	अब जब आपकी बच्ची रेंगनी लगी है, तो वह अपनी नन्ही उँगली पावर सॉकेट में ना डाले इसका ध्यान रखे|; Now that your baby is crawling, make sure she doesn’t stick her little finger in the power socket.; सफेद पावर सॉकेट; white power socket	image_1302.jpeg	audio_1302.mp3	Housing and People	Home Electronics	
पावर सॉकेट	power socket	noun	masc	अब जब आपकी बच्ची रेंगनी लगी है, तो वह अपनी नन्ही उँगली पावर सॉकेट में ना डाले इसका ध्यान रखे|; Now that your baby is crawling, make sure she doesn’t stick her little finger in the power socket.; सफेद पावर सॉकेट; white power socket	image_1303.jpeg	audio_1303.mp3	Housing and People	Home Electronics	
किताबों की अलमारी	bookshelf	noun	fem	वह किताबों की अलमारी भरी हुई है|; The bookshelf is full of books.; उसने किताबें रखने के लिए किताबों की अलमारी खरीदी|; He bought a bookshelf to put his books on.	image_1304.jpeg	audio_1304.mp3	Housing and People	Home Interior	
कालीन	carpet	noun	masc	वह आदमी और औरत एक गलीचा उठा रहे है|; The man and woman are carrying a carpet.; साफ़ गलीचा; clean carpet; एक व्यक्ति गलीचा वैक्यूम कर रहा है|; A person is vacuuming the carpet.	image_1305.jpeg	audio_1305.mp3	Housing and People	Home Interior	
चटाई	mat	noun	fem	योगा की चटाई; yoga mat	image_1306.jpeg	audio_1306.mp3	Housing and People	Home Interior	
फर्नीचर	furniture	noun	masc	आग लगने के बाद हमें सारा फर्नीचर बदलना पड़ा|; We had to replace all of our furniture after the fire.; घर का अभ्यास कक्ष फर्नीचर के साथ; home study with furniture; बैठक के कमरे का फर्नीचर; living room furniture	image_1307.jpeg	audio_1307.mp3	Housing and People	Home Interior	
बिस्तर	bed	noun	masc	बिस्तर पर लेटना; rest in a bed; वह महिला बिस्तर पर लेटी है|; The woman is resting in the bed.; किंग साइज़ का बिस्तर; king-sized bed	image_1308.jpeg	audio_1308.mp3	Housing and People	Home Interior	
दीवार घड़ी	wall clock	noun	fem	एक दीवार घड़ी लटकाना; hang a wall clock; रोमन नंबर वाली दीवार घड़ी; Roman numeral wall clock	image_1309.jpeg	audio_1309.mp3	Housing and People	Home Interior	
कुर्सी	chair	noun	fem	भूरे रंग की चमड़े की कुर्सी; brown leather chair; जब आप एक आराम कुर्सी पर बैठे होते हो तब पढ़ाई करना आसान होता है|; It is easier to study when you are sitting in a comfortable chair.	image_1310.jpeg	audio_1310.mp3	Housing and People	Home Interior	
सोफ़ा	sofa	noun	masc	यह सोफा बहुत आरामदेह है|; This sofa is very comfortable.; लाल सोफा; red sofa; बैठक के कमरे का सोफा; living room sofa	image_1311.jpeg	audio_1311.mp3	Housing and People	Home Interior	
पर्दा	curtain	noun	masc	बैठक के कमरे के पर्दे; living room curtains; पर्दा खोलिए ताकि कुछ रोशनी अंदर आ सके|; Open the curtain to let in some light.	image_1312.jpeg	audio_1312.mp3	Housing and People	Home Interior	
अलार्म घड़ी	alarm clock	noun	fem		image_1313.jpeg	audio_1313.mp3	Housing and People	Home Interior	
खाने की मेज़	dinner table		fem	हम सिर्फ औपचारिक भोजन के लिए अपने डिनर टेबल का उपयोग करते है|; We only use our dinner table for formal meals.	image_1314.jpeg	audio_1314.mp3	Housing and People	Home Interior	
आईना	mirror	noun	masc	वह आईना दीवार पर लटका हुआ है|; The mirror is hanging on the wall.; आईने में खुद को देखना; look at oneself in the mirror	image_1315.jpeg	audio_1315.mp3	Housing and People	Home Interior	
मेज़	table	noun	fem	लकड़ी की मेज़; wooden table	image_1316.jpeg	audio_1316.mp3	Housing and People	Home Interior	
डेस्क	desk	noun	masc	मेज़ पर; on the desk; वह फोन मेज़ पर है|; The black telephone is on the desk.	image_1317.jpeg	audio_1317.mp3	Housing and People	Home Interior	
चित्र	painting	noun	fem	कलाकार चित्र बना रहा है|; The artist is painting.; मैंने यह चित्र खुद बनाया है|; I painted this painting myself.; सेब का चित्र; painting of apples	image_1318.jpeg	audio_1318.mp3	Housing and People	Home Interior	
ड्रेसर	dresser	noun	masc	वह लकड़ी का ड्रेसर प्राचीन है|; The wooden dresser is an antique.; प्राचीन ड्रेसर; antique dresser; ड्रेसर ड्रावर; dresser drawers; मेरे मोज़े और अंडरर्वेअर ड्रेसर के ऊपर वाले दराज में है|; My socks and underwear are in the top drawer of my dresser.	image_1319.jpeg	audio_1319.mp3	Housing and People	Home Interior	
लैम्प	lamp	noun	masc	एक नारंगी लैम्प शेड के साथ एक लाल रंग का लैम्प; red lamp with an orange lamp shade; लैम्प चालू करना; turn on the lamp; कमरे में अँधेरा होने लगे तो लैम्प चालू कर दीजिये|; Turn on the lamp when it starts to get dark in the room.	image_1320.jpeg	audio_1320.mp3	Housing and People	Home Interior	
फ़ुट रेस्ट	footrest	noun	masc	भूरे रंग का फुट रेस्ट; brown foot rest; मैं कुर्सी पर बैठ कर सामने रखे फुट रेस्ट पर अपने पैर रखती हूँ|; I rest my legs on the footrest sitting in front of my chair.	image_1321.jpeg	audio_1321.mp3	Housing and People	Home Interior	
कॉफ़ी टेबल	coffee table	noun	masc	ग्लास का कॉफी टेबल; glass coffee table; कृपया अपने पैर कॉफी टेबल पर मत रखिये|; Please keep your feet off the coffee table.	image_1322.jpeg	audio_1322.mp3	Housing and People	Home Interior	
रसोई मेज़	kitchen table	noun	fem		image_1323.jpeg	audio_1323.mp3	Housing and People	Home Interior	
रॉकिंग चेयर	rocking chair	noun	fem	लकड़ी की रॉकिंग चेयर; wooden rocking chair; आरामदेह रॉकिंग चेयर; comfortable rocking chair	image_1324.jpeg	audio_1324.mp3	Housing and People	Home Interior	
नाईट स्टैंड	nightstand	noun	masc	लकड़ी का नाईट स्टैंड; wooden nightstand; नाईट स्टैंड लैम्प; nightstand lamp; मैं अपनी पत्नी की एक तस्वीर अपने नाईटस्टैंड पर रखता हूँ|; I keep a picture of my wife on my nightstand.	image_1325.jpeg	audio_1325.mp3	Housing and People	Home Interior	
गलीचा	rug	noun	masc		image_1326.jpeg	audio_1326.mp3	Housing and People	Home Interior	
माप पट्टी	tape measure	noun	masc	पीली माप पट्टी; yellow tape measure; आकुंचनशील माप पट्टी; retractable tape measure; हमने गैराज का नाप लेने के लिए माप पट्टी का उपयोग किया|; We used the tape measure to get the dimensions of the garage.	image_1327.jpeg	audio_1327.mp3	Housing and People	Home Tools	
पेंच	screw	noun	masc	चपटे सर वाला पेंच; flat-head screw; स्टेनलैस स्टील का पेंच; stainless steel screw; फिलिप्स का हेड पेंच; Philips Head screw; शेल्फ को लटकाने के लिए कील के बदले में एक पेंच का उपयोग कीजिये|; Use a screw to hang the shelf instead of a nail.	image_1328.jpeg	audio_1328.mp3	Housing and People	Home Tools	
पेंचकस	screwdriver	noun	masc	चपटे सर वाला पेंचकस; flat-head screwdriver; फिलिप्स का पेंचकस; Phillips screwdriver; इलेक्ट्रिक पेंचकस; electric screwdriver	image_1329.jpeg	audio_1329.mp3	Housing and People	Home Tools	
हथौड़ा	hammer	noun	masc	नखर वाला हथौड़ा; claw hammer	image_1330.jpeg	audio_1330.mp3	Housing and People	Home Tools	
आरा	saw	noun	masc	हाथ में पकड़ने वाल आरा; hand saw; उसने तांबे की पाइप को एक धातु काटने वाले आरे से काटा|; The copper pipe was cut using a hack saw.	image_1331.jpeg	audio_1331.mp3	Housing and People	Home Tools	
टूल बॉक्स	toolbox			मेरे टूल बॉक्स में सिर्फ एक हथौड़ा और कुछ पेंचकस है|; In my toolbox I only have one hammer and a few screwdrivers.; एक टूल बॉक्स में औजार; tools in a toolbox; मैं अपना पाना और पेंचकस मेरे टूल बॉक्स में रखती हूँ|; I keep wrenches and screwdrivers in my toolbox.	image_1332.jpeg	audio_1332.mp3	Housing and People	Home Tools	
चौरस	level	adjective			image_1333.jpeg	audio_1333.mp3	Housing and People	Home Tools	
पोछना	wipe	verb		पुराने कपड़े से पोछना; wipe with a rag; कपड़े से टेबल पोछना; wiping the table with a cloth; वह व्यक्ति पीले कपड़े से टेबल पोछ रहा है|; The person is wiping the table with a yellow cloth.; एक तौलिये से पोछना; wipe with a towel; वह आदमी पुराने कपड़े से आइना पोछ रहा है|; The man is wiping the mirror with a rag.	image_1334.jpeg	audio_1334.mp3	Housing and People	House Work	
धोना	wash	verb		वॉशिंग मशीन में कपड़े धोना; wash clothes in a washing machine	image_1335.jpeg	audio_1335.mp3	Housing and People	House Work	
वैक्यूम करना	vacuum	verb		एक गलीचा वैक्यूम करना; vacuum a carpet; उस गृहणी ने गलीचा वैक्यूम किया|; The homemaker vacuumed the carpet.; वह गृहणी गलीचा वैक्यूम करती है|; The homemaker vacuums the carpet.; वह गृहणी गलीचा वैक्यूम कर रही है|; The homemaker is vacuuming the carpet.; हर मंगलवार सुबह बाई वैक्यूम करती है|; Every Tuesday morning the housekeeper vacuums.	image_1336.jpeg	audio_1336.mp3	Housing and People	House Work	
बाहर रखना	take out	verb		कचरा बाहर रखना; take out the garbage	image_1337.jpeg	audio_1337.mp3	Housing and People	House Work	
झाडू लगाना	sweep	verb		वह महिला बाहर झाड़ू लगाती है|; The woman sweeps outside.; बाहर झाड़ू लगाना; sweep outside; उस महिला ने बाहर झाड़ू लगाया|; The woman swept outside.; फर्श पर झाड़ू लगाना; sweep the floor; वह महिला बाहर झाड़ू लगा रही है|; The woman is sweeping outside.; छोटी लड़की फर्श पर झाड़ू लगा रही है|; The little girl is sweeping the floor.	image_1338.jpeg	audio_1338.mp3	Housing and People	House Work	
रखना	put away	verb		कपड़े रख देना; put away clothes; उस महिला ने कपड़े रखे|; The woman put away the clothes.; वह महिला कपड़े रखती है|; The woman puts away the clothes.; वह महिला कपड़े रख रही है|; The woman is putting away the clothes.; खिलौने रख दिए; put away the toys	image_1339.jpeg	audio_1339.mp3	Housing and People	House Work	
पोछा करना	mop	verb		एक फर्श पर पोछा करना; mop a floor; उस नौकरानी ने फर्श पर पोछा किया|; The housekeeper mopped the floor.; वह नौकरानी फर्श पर पोछा करती है|; The housekeeper mops the floor.; वह नौकरानी फर्श पर पोछा कर रही है|; The housekeeper is mopping the floor.	image_1340.jpeg	audio_1340.mp3	Housing and People	House Work	
झाड़ना	dust	verb		वह महिला कपड़े से झाड़ रही है|; The woman is dusting with a dust cloth.; एक कपड़े से झाड़ना; dust with a dust cloth	image_1341.jpeg	audio_1341.mp3	Housing and People	House Work	
